time,line,translation
01:26:05,"She has great new friends, a great new house.",
01:26:06,,더 나을 수가 없지
01:26:07,Things couldn't be better.,
01:26:08,,"그렇게, 라일리는 이제 12살이야"
01:26:09,"After all, Riley's twelve now. What could happen?",
01:26:11,,무슨 일 있겠어?
01:26:33,,샌프란시스코가 몇 년에 세워졌는지 말해 볼 사람?
01:26:34,And who can tell me what year San Francisco was founded?,
01:26:36,,있나요?
01:26:37,Anyone? Jordan?,
01:26:38,,조단! - 어...
01:26:39,JORDAN: Uh...,
01:26:41,,얼마나 남았어?
01:26:42,How much more of this?,여름방학까지 5달 2주 4일
01:26:43,"Five months, two weeks and four days",
01:26:45,until summer vacation.,
01:26:46,,그럼 그 사람이랑 바하마스로 떠나는 거야!
01:26:47,Then it's off to the Bahamas with you know who!,
01:26:50,,"나와 함께 날아갑시다, 소녀여"
01:26:51,"Come fly with me, gatinha.",
01:26:54,(ALL SIGHS),
01:26:56,(CASH REGISTER RINGING),
01:26:57,Have a nice day.,좋은 하루 되세요
01:26:59,,우리 뭐가 화난 거야?
01:27:00,What are we mad about?,
01:27:01,I don't know. Whatever Troy's mad about.,나도 몰라 트로이가 화나든말든
01:27:03,What's Troy mad about?,트로이는 왜 화났어?
01:27:04,,나도 몰라
01:27:05,I don't know.,
01:27:06,,"알아, 정말로"
01:27:07,I know. Totally.,
01:27:08,,우린 진짜 사기꾼이야 누가 우릴 본다면 어떨까
01:27:09,We're a total fraud!,
01:27:10,Do you think they can see through us?,
01:27:11,,그럴 리 없지 아이섀도를 하고 있잖아
01:27:12,Of course not! We're wearing eye shadow!,
01:27:13,,쿨해보이는 건 지치는 일이야
01:27:14,Being cool is so exhausting.,
01:27:15,,누가 생일일까?
01:27:16,Who's the birthday girl? Huh? Hey! Hello?,
01:27:18,,"얘야, 안녕?"
01:27:22,,이 짓 하려고 드라마 학교에서 6년이라니
01:27:23,Six years of drama school for this?,
01:27:27,"WOMAN: Move it, will you?",
01:27:28,(HORNS HONKING),
01:27:29,(GIRL BABBLING NOISILY),
01:27:30,,뭐야? - 움직여!
01:27:31,ALL: What are you doing? Come on!,
01:27:32,,"봐, 됐어 다 괜찮아"
01:27:33,You know what? This is okay. This is fine.,
01:27:34,,행복한 곳이나 보자구
01:27:35,We just need to go to our happy place.,
01:27:37,솵 TripleDent gum 솵,
01:27:38,No! Not this again! (ALL EXCLAIMING),
01:27:43,(SNIFFING),
01:27:44,,음식 냄새다
01:27:45,(DOG BARKING),
01:27:46,,음식을 갖고 있어
01:27:48,,음식을 뺏자
01:28:00,(MEOWING),
01:28:02,(HISSING),
01:28:06,(BEEPING),
01:28:11,(SCREECHING),
01:28:13,Improved By: Fidel33,
01:28:13,"Sub Upload Date: October 20, 2015",
